id_ticket,fecha,turno,id_plato,cantidad,nombre_plato,categoria
T-14571,2025-08-26,Cena,P-19,4,Entrecot Ternera,Principal
T-10967,2025-07-20,Cena,P-22,2,Te Verde,Bebida
T-12311,2025-05-09,Comida,P-18,3,Ensaladilla Rusa,Entrante
T-11149,2024-05-19,Comida,P-13,3,Bacalao al Horno,Principal
T-10372,2024-02-11,Cena,P-25,2,Canelones de Carne,Principal
T-16077,2025-05-09,Cena,P-01,1,Hamburguesa Smart,Principal
T-15038,2025-05-16,Cena,P-01,2,Hamburguesa Smart,Principal
T-17464,2025-05-03,Comida,P-03,3,Pasta Carbonara IA,Principal
T-15858,2024-08-25,Cena,P-18,2,Ensaladilla Rusa,Entrante
T-14767,2024-06-14,Cena,P-24,2,Nuggets de Pollo,Principal
T-18000,2025-03-29,Cena,P-02,3,Ensalada Cesar,Entrante
T-16322,2025-05-18,Comida,P-01,3,Hamburguesa Smart,Principal
T-16524,2025-08-31,Cena,P-24,3,Nuggets de Pollo,Principal
T-12029,2024-11-05,Comida,P-23,1,Tiramisu de la Casa,Postre
T-12665,2024-10-18,Cena,P-01,4,Hamburguesa Smart,Principal
T-15640,2024-05-11,Cena,P-25,2,Canelones de Carne,Principal
T-14863,2025-02-13,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-13858,2024-09-21,Cena,P-02,4,Ensalada Cesar,Entrante
T-15988,2024-07-01,Cena,P-22,2,Te Verde,Bebida
T-12185,2025-12-11,Comida,P-13,2,Bacalao al Horno,Principal
T-15041,2024-06-13,Comida,P-25,2,Canelones de Carne,Principal
T-14944,2024-02-26,Cena,P-20,1,Paella de Marisco,Principal
T-13281,2024-09-10,Comida,P-13,4,Bacalao al Horno,Principal
T-11816,2024-10-06,Cena,P-05,4,Refresco Cola,Bebida
T-17466,2025-10-09,Comida,P-24,4,Nuggets de Pollo,Principal
T-12904,2024-02-14,Comida,P-04,4,Tarta de Queso Casera,Postre
T-10270,2024-01-01,Cena,P-21,2,Cafe Solo,Bebida
T-16531,2025-04-27,Cena,P-10,4,Solomillo Iberico,Principal
T-16423,2024-12-01,Cena,P-14,2,Tortilla de Patatas,Entrante
T-17276,2025-06-02,Cena,P-08,1,Croquetas de Jamon,Entrante
T-14887,2024-12-13,Cena,P-04,3,Tarta de Queso Casera,Postre
T-14726,2024-02-24,Cena,P-03,1,Pasta Carbonara IA,Principal
T-15139,2024-10-10,Cena,P-10,3,Solomillo Iberico,Principal
T-10058,2024-12-06,Cena,P-07,4,Pizza Margarita,Principal
T-10796,2025-02-07,Comida,P-01,3,Hamburguesa Smart,Principal
T-16349,2024-12-18,Cena,P-01,2,Hamburguesa Smart,Principal
T-14139,2025-01-11,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-12823,2024-12-19,Comida,P-11,4,Salmon a la Plancha,Principal
T-13714,2025-08-12,Cena,P-05,3,Refresco Cola,Bebida
T-14751,2024-08-24,Cena,P-18,2,Ensaladilla Rusa,Entrante
T-16328,2025-06-17,Comida,P-04,3,Tarta de Queso Casera,Postre
T-15312,2025-04-24,Cena,P-14,3,Tortilla de Patatas,Entrante
T-16914,2024-08-13,Comida,P-01,3,Hamburguesa Smart,Principal
T-16851,2024-11-03,Cena,P-15,3,Cerveza Artesana,Bebida
T-16700,2025-06-20,Cena,P-05,3,Refresco Cola,Bebida
T-11849,2025-12-28,Comida,P-15,2,Cerveza Artesana,Bebida
T-14131,2025-03-08,Comida,P-03,4,Pasta Carbonara IA,Principal
T-15055,2024-04-24,Comida,P-05,3,Refresco Cola,Bebida
T-15251,2025-11-02,Comida,P-24,2,Nuggets de Pollo,Principal
T-12278,2025-09-04,Comida,P-14,4,Tortilla de Patatas,Entrante
T-12993,2025-09-08,Cena,P-05,4,Refresco Cola,Bebida
T-12593,2024-05-31,Cena,P-23,3,Tiramisu de la Casa,Postre
T-17722,2025-08-08,Cena,P-01,3,Hamburguesa Smart,Principal
T-16487,2024-09-13,Cena,P-02,1,Ensalada Cesar,Entrante
T-17618,2025-09-15,Comida,P-08,1,Croquetas de Jamon,Entrante
T-13881,2025-12-26,Cena,P-20,1,Paella de Marisco,Principal
T-13372,2025-02-05,Comida,P-06,2,Vino Tinto Copa,Bebida
T-12286,2025-03-17,Comida,P-08,1,Croquetas de Jamon,Entrante
T-10331,2024-08-16,Cena,P-08,2,Croquetas de Jamon,Entrante
T-11956,2025-11-13,Cena,P-17,4,Brownie con Helado,Postre
T-13739,2025-06-15,Comida,P-09,2,Gazpacho Andaluz,Entrante
T-17823,2025-03-01,Cena,P-22,2,Te Verde,Bebida
T-12260,2025-10-26,Comida,P-10,2,Solomillo Iberico,Principal
T-10309,2024-03-01,Cena,P-25,1,Canelones de Carne,Principal
T-10442,2024-05-18,Cena,P-19,1,Entrecot Ternera,Principal
T-15903,2024-08-06,Cena,P-16,4,Agua Mineral,Bebida
T-12314,2024-05-25,Cena,P-21,3,Cafe Solo,Bebida
T-11239,2024-02-12,Comida,P-25,4,Canelones de Carne,Principal
T-17540,2024-09-20,Comida,P-21,2,Cafe Solo,Bebida
T-16970,2024-02-24,Comida,P-04,3,Tarta de Queso Casera,Postre
T-13464,2024-11-28,Comida,P-21,3,Cafe Solo,Bebida
T-13559,2025-10-10,Cena,P-16,4,Agua Mineral,Bebida
T-11981,2025-01-03,Cena,P-13,4,Bacalao al Horno,Principal
T-14489,2024-07-31,Comida,P-19,1,Entrecot Ternera,Principal
T-17644,2024-02-25,Cena,P-17,1,Brownie con Helado,Postre
T-10402,2024-02-24,Comida,P-11,4,Salmon a la Plancha,Principal
T-14857,2024-07-06,Cena,P-22,4,Te Verde,Bebida
T-11141,2025-10-27,Cena,P-13,2,Bacalao al Horno,Principal
T-13356,2025-07-12,Comida,P-15,3,Cerveza Artesana,Bebida
T-17375,2025-12-14,Cena,P-05,1,Refresco Cola,Bebida
T-17071,2024-10-17,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-15341,2025-09-04,Cena,P-15,1,Cerveza Artesana,Bebida
T-15374,2024-01-30,Cena,P-20,4,Paella de Marisco,Principal
T-11291,2025-08-15,Comida,P-09,2,Gazpacho Andaluz,Entrante
T-16760,2024-01-27,Cena,P-06,1,Vino Tinto Copa,Bebida
T-14911,2024-09-13,Comida,P-14,4,Tortilla de Patatas,Entrante
T-16021,2024-12-16,Comida,P-17,4,Brownie con Helado,Postre
T-12388,2025-09-02,Cena,P-23,2,Tiramisu de la Casa,Postre
T-13474,2024-12-06,Cena,P-17,1,Brownie con Helado,Postre
T-12249,2025-05-01,Cena,P-18,4,Ensaladilla Rusa,Entrante
T-13718,2024-09-19,Comida,P-22,1,Te Verde,Bebida
T-12264,2024-01-24,Comida,P-24,2,Nuggets de Pollo,Principal
T-17170,2024-12-01,Cena,P-19,4,Entrecot Ternera,Principal
T-12465,2025-11-11,Cena,P-25,1,Canelones de Carne,Principal
T-10883,2024-04-13,Cena,P-06,3,Vino Tinto Copa,Bebida
T-11712,2025-02-23,Comida,P-20,3,Paella de Marisco,Principal
T-11713,2024-04-14,Comida,P-22,4,Te Verde,Bebida
T-17448,2024-07-12,Cena,P-10,3,Solomillo Iberico,Principal
T-16572,2025-10-04,Cena,P-22,3,Te Verde,Bebida
T-11111,2024-01-03,Comida,P-03,2,Pasta Carbonara IA,Principal
T-15678,2025-03-20,Cena,P-19,2,Entrecot Ternera,Principal
T-11822,2024-01-26,Cena,P-02,1,Ensalada Cesar,Entrante
T-14866,2025-12-24,Comida,P-09,4,Gazpacho Andaluz,Entrante
T-17130,2024-08-31,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-15559,2025-08-04,Cena,P-06,1,Vino Tinto Copa,Bebida
T-13960,2025-08-01,Comida,P-11,3,Salmon a la Plancha,Principal
T-10701,2024-08-18,Cena,P-05,3,Refresco Cola,Bebida
T-14182,2024-07-06,Cena,P-14,2,Tortilla de Patatas,Entrante
T-17357,2024-12-24,Comida,P-16,3,Agua Mineral,Bebida
T-14927,2024-02-02,Comida,P-04,4,Tarta de Queso Casera,Postre
T-17426,2024-06-29,Comida,P-11,1,Salmon a la Plancha,Principal
T-11266,2024-04-30,Cena,P-07,1,Pizza Margarita,Principal
T-15489,2024-01-21,Comida,P-18,4,Ensaladilla Rusa,Entrante
T-13779,2024-06-13,Cena,P-21,4,Cafe Solo,Bebida
T-14033,2025-07-30,Comida,P-16,3,Agua Mineral,Bebida
T-11911,2024-10-18,Cena,P-22,4,Te Verde,Bebida
T-14936,2025-09-12,Cena,P-02,4,Ensalada Cesar,Entrante
T-17688,2025-09-12,Comida,P-16,1,Agua Mineral,Bebida
T-15385,2024-04-26,Cena,P-23,3,Tiramisu de la Casa,Postre
T-14302,2025-05-10,Cena,P-10,2,Solomillo Iberico,Principal
T-14622,2025-08-18,Cena,P-09,4,Gazpacho Andaluz,Entrante
T-17513,2024-08-03,Cena,P-01,4,Hamburguesa Smart,Principal
T-13793,2025-03-18,Comida,P-25,2,Canelones de Carne,Principal
T-16896,2025-06-29,Comida,P-20,4,Paella de Marisco,Principal
T-11113,2024-09-04,Cena,P-25,1,Canelones de Carne,Principal
T-16150,2025-01-09,Comida,P-18,1,Ensaladilla Rusa,Entrante
T-17197,2024-04-02,Comida,P-10,1,Solomillo Iberico,Principal
T-12860,2024-11-04,Cena,P-11,4,Salmon a la Plancha,Principal
T-15583,2024-08-30,Cena,P-25,2,Canelones de Carne,Principal
T-13103,2025-07-18,Cena,P-15,2,Cerveza Artesana,Bebida
T-13231,2024-01-21,Cena,P-12,2,Risotto de Setas,Principal
T-16182,2024-11-01,Cena,P-15,2,Cerveza Artesana,Bebida
T-14918,2025-08-17,Comida,P-18,2,Ensaladilla Rusa,Entrante
T-16858,2025-11-24,Cena,P-01,4,Hamburguesa Smart,Principal
T-11862,2025-08-05,Cena,P-13,2,Bacalao al Horno,Principal
T-10733,2024-08-18,Cena,P-22,2,Te Verde,Bebida
T-12093,2025-08-23,Comida,P-23,3,Tiramisu de la Casa,Postre
T-13298,2024-02-11,Comida,P-16,2,Agua Mineral,Bebida
T-14263,2024-09-30,Comida,P-21,2,Cafe Solo,Bebida
T-14138,2024-01-08,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-17192,2024-02-21,Cena,P-16,1,Agua Mineral,Bebida
T-17775,2024-08-30,Comida,P-25,3,Canelones de Carne,Principal
T-15682,2024-08-03,Cena,P-22,3,Te Verde,Bebida
T-12235,2025-07-09,Comida,P-06,4,Vino Tinto Copa,Bebida
T-15398,2024-12-25,Cena,P-23,2,Tiramisu de la Casa,Postre
T-11208,2025-02-09,Comida,P-05,1,Refresco Cola,Bebida
T-12700,2025-07-30,Cena,P-23,4,Tiramisu de la Casa,Postre
T-12003,2025-07-15,Comida,P-23,3,Tiramisu de la Casa,Postre
T-14140,2024-09-08,Cena,P-07,2,Pizza Margarita,Principal
T-15990,2025-08-09,Comida,P-10,2,Solomillo Iberico,Principal
T-10182,2025-08-18,Cena,P-22,4,Te Verde,Bebida
T-12648,2025-04-07,Comida,P-05,3,Refresco Cola,Bebida
T-13133,2024-02-04,Cena,P-04,1,Tarta de Queso Casera,Postre
T-13252,2024-06-08,Cena,P-02,4,Ensalada Cesar,Entrante
T-11121,2024-01-31,Cena,P-17,2,Brownie con Helado,Postre
T-10271,2025-04-22,Comida,P-18,1,Ensaladilla Rusa,Entrante
T-11793,2024-08-29,Cena,P-21,4,Cafe Solo,Bebida
T-12243,2025-09-25,Comida,P-08,3,Croquetas de Jamon,Entrante
T-15193,2024-06-04,Cena,P-14,1,Tortilla de Patatas,Entrante
T-17754,2025-08-22,Cena,P-23,3,Tiramisu de la Casa,Postre
T-10607,2024-10-15,Comida,P-04,3,Tarta de Queso Casera,Postre
T-11816,2025-05-13,Comida,P-08,4,Croquetas de Jamon,Entrante
T-17705,2025-02-10,Comida,P-21,4,Cafe Solo,Bebida
T-14218,2024-04-30,Comida,P-01,3,Hamburguesa Smart,Principal
T-16057,2025-11-01,Cena,P-25,1,Canelones de Carne,Principal
T-10623,2024-09-09,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-15903,2025-05-27,Comida,P-03,1,Pasta Carbonara IA,Principal
T-11820,2025-12-10,Cena,P-16,2,Agua Mineral,Bebida
T-10119,2025-12-06,Comida,P-22,1,Te Verde,Bebida
T-17794,2024-02-04,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-10102,2025-08-25,Cena,P-17,4,Brownie con Helado,Postre
T-10166,2024-07-05,Cena,P-05,2,Refresco Cola,Bebida
T-14559,2024-02-09,Comida,P-24,3,Nuggets de Pollo,Principal
T-15346,2025-12-16,Comida,P-15,3,Cerveza Artesana,Bebida
T-12276,2025-02-15,Cena,P-14,2,Tortilla de Patatas,Entrante
T-12724,2024-10-29,Comida,P-17,3,Brownie con Helado,Postre
T-17705,2025-01-10,Comida,P-06,1,Vino Tinto Copa,Bebida
T-10072,2025-09-30,Comida,P-02,4,Ensalada Cesar,Entrante
T-16596,2024-11-13,Comida,P-07,2,Pizza Margarita,Principal
T-16934,2024-01-26,Cena,P-24,1,Nuggets de Pollo,Principal
T-14493,2025-10-14,Cena,P-20,3,Paella de Marisco,Principal
T-10773,2025-10-16,Cena,P-04,3,Tarta de Queso Casera,Postre
T-16950,2025-07-13,Cena,P-02,1,Ensalada Cesar,Entrante
T-11095,2025-09-27,Comida,P-08,2,Croquetas de Jamon,Entrante
T-16192,2024-01-17,Comida,P-15,3,Cerveza Artesana,Bebida
T-12080,2025-03-24,Cena,P-10,1,Solomillo Iberico,Principal
T-15691,2025-07-23,Cena,P-19,2,Entrecot Ternera,Principal
T-10004,2024-03-16,Cena,P-11,4,Salmon a la Plancha,Principal
T-16148,2025-04-27,Cena,P-14,4,Tortilla de Patatas,Entrante
T-13193,2024-04-23,Cena,P-03,1,Pasta Carbonara IA,Principal
T-14515,2025-02-13,Cena,P-19,3,Entrecot Ternera,Principal
T-12947,2025-08-11,Cena,P-24,2,Nuggets de Pollo,Principal
T-12732,2024-05-08,Cena,P-20,2,Paella de Marisco,Principal
T-12892,2025-02-28,Comida,P-14,1,Tortilla de Patatas,Entrante
T-16476,2025-01-08,Comida,P-24,2,Nuggets de Pollo,Principal
T-10730,2024-11-08,Comida,P-19,4,Entrecot Ternera,Principal
T-17759,2025-05-05,Cena,P-19,2,Entrecot Ternera,Principal
T-12953,2024-06-22,Comida,P-14,4,Tortilla de Patatas,Entrante
T-15071,2024-01-10,Cena,P-06,2,Vino Tinto Copa,Bebida
T-16805,2024-05-31,Comida,P-18,1,Ensaladilla Rusa,Entrante
T-10053,2025-03-11,Comida,P-19,2,Entrecot Ternera,Principal
T-15360,2025-07-27,Cena,P-04,1,Tarta de Queso Casera,Postre
T-13279,2025-06-07,Comida,P-17,1,Brownie con Helado,Postre
T-13876,2024-12-23,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-12920,2025-10-07,Cena,P-04,3,Tarta de Queso Casera,Postre
T-14945,2024-06-27,Comida,P-14,2,Tortilla de Patatas,Entrante
T-11407,2024-04-21,Comida,P-18,4,Ensaladilla Rusa,Entrante
T-10057,2025-01-03,Comida,P-10,1,Solomillo Iberico,Principal
T-13792,2024-01-07,Cena,P-20,4,Paella de Marisco,Principal
T-14717,2024-01-04,Cena,P-17,4,Brownie con Helado,Postre
T-12411,2025-02-23,Cena,P-12,1,Risotto de Setas,Principal
T-12658,2024-02-05,Cena,P-18,1,Ensaladilla Rusa,Entrante
T-15771,2025-06-20,Cena,P-16,1,Agua Mineral,Bebida
T-17048,2024-07-01,Cena,P-25,2,Canelones de Carne,Principal
T-10823,2025-11-30,Cena,P-15,3,Cerveza Artesana,Bebida
T-17823,2025-06-06,Cena,P-14,3,Tortilla de Patatas,Entrante
T-12566,2024-01-04,Cena,P-07,3,Pizza Margarita,Principal
T-15509,2025-06-02,Cena,P-16,1,Agua Mineral,Bebida
T-13040,2024-12-19,Comida,P-20,3,Paella de Marisco,Principal
T-13871,2025-03-12,Cena,P-03,3,Pasta Carbonara IA,Principal
T-11162,2025-11-15,Cena,P-18,4,Ensaladilla Rusa,Entrante
T-13686,2025-10-12,Comida,P-05,3,Refresco Cola,Bebida
T-11737,2024-12-19,Cena,P-07,2,Pizza Margarita,Principal
T-16970,2025-06-04,Comida,P-10,4,Solomillo Iberico,Principal
T-12837,2025-10-31,Cena,P-04,4,Tarta de Queso Casera,Postre
T-11386,2024-06-16,Cena,P-01,1,Hamburguesa Smart,Principal
T-15767,2024-01-07,Comida,P-15,1,Cerveza Artesana,Bebida
T-12494,2025-12-30,Cena,P-13,1,Bacalao al Horno,Principal
T-10437,2024-01-02,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-12164,2025-04-06,Cena,P-16,2,Agua Mineral,Bebida
T-16568,2024-03-10,Cena,P-19,4,Entrecot Ternera,Principal
T-10218,2025-04-09,Cena,P-02,4,Ensalada Cesar,Entrante
T-12380,2025-07-08,Comida,P-05,2,Refresco Cola,Bebida
T-13260,2024-08-07,Comida,P-06,2,Vino Tinto Copa,Bebida
T-13749,2024-09-08,Cena,P-02,1,Ensalada Cesar,Entrante
T-11887,2024-10-17,Cena,P-11,2,Salmon a la Plancha,Principal
T-17453,2025-05-14,Comida,P-16,1,Agua Mineral,Bebida
T-14396,2024-03-24,Comida,P-14,3,Tortilla de Patatas,Entrante
T-11177,2024-12-11,Comida,P-05,4,Refresco Cola,Bebida
T-16570,2025-11-13,Cena,P-12,4,Risotto de Setas,Principal
T-14154,2025-11-27,Cena,P-05,1,Refresco Cola,Bebida
T-10343,2025-02-20,Comida,P-13,2,Bacalao al Horno,Principal
T-13047,2024-09-13,Cena,P-19,1,Entrecot Ternera,Principal
T-12870,2025-07-06,Comida,P-12,2,Risotto de Setas,Principal
T-10677,2025-12-03,Cena,P-19,3,Entrecot Ternera,Principal
T-11162,2025-05-17,Cena,P-16,1,Agua Mineral,Bebida
T-12185,2024-12-10,Cena,P-09,4,Gazpacho Andaluz,Entrante
T-14266,2024-06-29,Comida,P-19,3,Entrecot Ternera,Principal
T-12142,2025-02-15,Cena,P-25,2,Canelones de Carne,Principal
T-13989,2024-01-25,Comida,P-17,3,Brownie con Helado,Postre
T-17158,2024-07-16,Comida,P-10,1,Solomillo Iberico,Principal
T-15606,2025-05-11,Comida,P-22,2,Te Verde,Bebida
T-12758,2024-05-04,Comida,P-23,3,Tiramisu de la Casa,Postre
T-15018,2025-05-13,Comida,P-09,4,Gazpacho Andaluz,Entrante
T-10324,2025-07-08,Cena,P-07,2,Pizza Margarita,Principal
T-12739,2024-08-12,Cena,P-22,1,Te Verde,Bebida
T-10150,2024-09-02,Cena,P-10,4,Solomillo Iberico,Principal
T-16070,2025-01-02,Cena,P-03,2,Pasta Carbonara IA,Principal
T-12055,2024-04-19,Comida,P-06,1,Vino Tinto Copa,Bebida
T-11129,2025-08-02,Cena,P-16,3,Agua Mineral,Bebida
T-16859,2025-07-19,Comida,P-02,4,Ensalada Cesar,Entrante
T-10779,2024-03-27,Comida,P-23,4,Tiramisu de la Casa,Postre
T-11750,2024-10-08,Comida,P-03,1,Pasta Carbonara IA,Principal
T-17070,2025-12-01,Comida,P-03,1,Pasta Carbonara IA,Principal
T-15783,2025-11-21,Cena,P-08,3,Croquetas de Jamon,Entrante
T-16878,2025-10-31,Cena,P-17,2,Brownie con Helado,Postre
T-12359,2024-08-11,Cena,P-22,4,Te Verde,Bebida
T-13119,2025-08-13,Comida,P-06,2,Vino Tinto Copa,Bebida
T-13420,2024-12-21,Cena,P-24,3,Nuggets de Pollo,Principal
T-11399,2025-07-15,Cena,P-25,3,Canelones de Carne,Principal
T-14559,2024-10-02,Comida,P-16,2,Agua Mineral,Bebida
T-13031,2025-12-14,Comida,P-24,1,Nuggets de Pollo,Principal
T-12486,2025-05-26,Cena,P-04,3,Tarta de Queso Casera,Postre
T-10705,2025-12-25,Cena,P-15,1,Cerveza Artesana,Bebida
T-10162,2024-08-17,Comida,P-17,4,Brownie con Helado,Postre
T-16113,2024-04-19,Comida,P-15,3,Cerveza Artesana,Bebida
T-12605,2024-04-15,Cena,P-18,2,Ensaladilla Rusa,Entrante
T-11221,2025-06-24,Cena,P-11,3,Salmon a la Plancha,Principal
T-10670,2024-12-18,Comida,P-17,1,Brownie con Helado,Postre
T-16074,2024-06-22,Comida,P-05,1,Refresco Cola,Bebida
T-17820,2025-01-01,Comida,P-19,1,Entrecot Ternera,Principal
T-16534,2024-05-02,Cena,P-22,2,Te Verde,Bebida
T-11632,2025-09-12,Cena,P-15,3,Cerveza Artesana,Bebida
T-13510,2024-02-06,Cena,P-03,3,Pasta Carbonara IA,Principal
T-16798,2024-10-12,Comida,P-12,4,Risotto de Setas,Principal
T-14416,2025-07-28,Cena,P-10,4,Solomillo Iberico,Principal
T-13500,2024-12-16,Cena,P-12,2,Risotto de Setas,Principal
T-13314,2025-05-14,Comida,P-19,1,Entrecot Ternera,Principal
T-14115,2024-05-01,Cena,P-22,4,Te Verde,Bebida
T-15969,2024-03-22,Cena,P-12,4,Risotto de Setas,Principal
T-10173,2025-06-23,Cena,P-11,3,Salmon a la Plancha,Principal
T-15995,2025-01-23,Cena,P-16,1,Agua Mineral,Bebida
T-15559,2024-05-05,Cena,P-05,4,Refresco Cola,Bebida
T-12467,2024-02-26,Cena,P-20,4,Paella de Marisco,Principal
T-13110,2025-04-15,Cena,P-06,2,Vino Tinto Copa,Bebida
T-10119,2024-05-28,Cena,P-20,1,Paella de Marisco,Principal
T-17568,2025-11-06,Cena,P-19,4,Entrecot Ternera,Principal
T-16111,2024-03-15,Comida,P-15,2,Cerveza Artesana,Bebida
T-10622,2024-09-10,Cena,P-20,1,Paella de Marisco,Principal
T-12180,2025-04-06,Cena,P-23,3,Tiramisu de la Casa,Postre
T-14241,2025-03-29,Comida,P-25,1,Canelones de Carne,Principal
T-14090,2024-01-04,Cena,P-23,3,Tiramisu de la Casa,Postre
T-13939,2024-03-17,Cena,P-20,4,Paella de Marisco,Principal
T-14398,2025-10-21,Cena,P-12,1,Risotto de Setas,Principal
T-11622,2024-05-05,Cena,P-23,3,Tiramisu de la Casa,Postre
T-12501,2024-03-08,Cena,P-12,4,Risotto de Setas,Principal
T-16772,2025-10-21,Comida,P-22,4,Te Verde,Bebida
T-10050,2024-01-30,Comida,P-22,4,Te Verde,Bebida
T-14256,2025-08-04,Comida,P-15,1,Cerveza Artesana,Bebida
T-13636,2024-01-07,Cena,P-14,1,Tortilla de Patatas,Entrante
T-13197,2024-07-03,Cena,P-22,2,Te Verde,Bebida
T-13269,2025-09-19,Cena,P-15,2,Cerveza Artesana,Bebida
T-10364,2024-12-17,Cena,P-16,1,Agua Mineral,Bebida
T-10148,2025-11-26,Comida,P-18,2,Ensaladilla Rusa,Entrante
T-13436,2024-10-14,Cena,P-04,4,Tarta de Queso Casera,Postre
T-10521,2024-04-03,Comida,P-18,4,Ensaladilla Rusa,Entrante
T-14584,2024-01-08,Cena,P-13,2,Bacalao al Horno,Principal
T-13409,2024-12-30,Comida,P-15,3,Cerveza Artesana,Bebida
T-13941,2025-10-01,Comida,P-10,1,Solomillo Iberico,Principal
T-11279,2024-06-27,Cena,P-22,4,Te Verde,Bebida
T-17067,2024-09-28,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-10222,2025-03-01,Cena,P-05,2,Refresco Cola,Bebida
T-15982,2025-08-13,Cena,P-04,3,Tarta de Queso Casera,Postre
T-11761,2024-12-26,Cena,P-02,2,Ensalada Cesar,Entrante
T-12959,2024-01-07,Cena,P-17,2,Brownie con Helado,Postre
T-16359,2024-04-04,Cena,P-01,3,Hamburguesa Smart,Principal
T-13328,2024-07-06,Comida,P-04,2,Tarta de Queso Casera,Postre
T-14659,2024-01-08,Cena,P-22,1,Te Verde,Bebida
T-13427,2024-03-25,Cena,P-16,2,Agua Mineral,Bebida
T-15558,2024-07-08,Comida,P-22,3,Te Verde,Bebida
T-13092,2025-01-19,Comida,P-25,2,Canelones de Carne,Principal
T-10083,2024-06-18,Cena,P-11,4,Salmon a la Plancha,Principal
T-10833,2024-08-01,Comida,P-17,4,Brownie con Helado,Postre
T-12837,2025-05-11,Cena,P-19,2,Entrecot Ternera,Principal
T-15466,2024-09-29,Comida,P-17,4,Brownie con Helado,Postre
T-16125,2025-06-21,Cena,P-10,1,Solomillo Iberico,Principal
T-16486,2025-10-04,Cena,P-14,1,Tortilla de Patatas,Entrante
T-11589,2025-10-20,Comida,P-06,3,Vino Tinto Copa,Bebida
T-14866,2024-02-29,Comida,P-01,1,Hamburguesa Smart,Principal
T-12683,2024-09-29,Comida,P-11,2,Salmon a la Plancha,Principal
T-10963,2024-02-11,Comida,P-06,1,Vino Tinto Copa,Bebida
T-13635,2025-01-13,Comida,P-06,2,Vino Tinto Copa,Bebida
T-16661,2024-10-12,Cena,P-23,1,Tiramisu de la Casa,Postre
T-14501,2025-03-04,Cena,P-19,4,Entrecot Ternera,Principal
T-16892,2025-12-22,Comida,P-05,1,Refresco Cola,Bebida
T-13426,2024-05-06,Cena,P-25,1,Canelones de Carne,Principal
T-10481,2025-05-22,Cena,P-03,1,Pasta Carbonara IA,Principal
T-11373,2024-02-14,Comida,P-03,1,Pasta Carbonara IA,Principal
T-16194,2025-04-03,Cena,P-05,4,Refresco Cola,Bebida
T-10522,2025-11-07,Cena,P-16,1,Agua Mineral,Bebida
T-14104,2024-12-10,Comida,P-19,2,Entrecot Ternera,Principal
T-17302,2024-02-01,Comida,P-20,3,Paella de Marisco,Principal
T-14400,2024-01-23,Cena,P-21,3,Cafe Solo,Bebida
T-17897,2025-02-03,Cena,P-07,2,Pizza Margarita,Principal
T-14457,2024-12-11,Cena,P-20,2,Paella de Marisco,Principal
T-12400,2025-05-20,Cena,P-19,1,Entrecot Ternera,Principal
T-11551,2024-12-02,Comida,P-13,3,Bacalao al Horno,Principal
T-14538,2024-03-19,Cena,P-08,3,Croquetas de Jamon,Entrante
T-16249,2025-01-01,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-17375,2024-11-05,Cena,P-04,3,Tarta de Queso Casera,Postre
T-17668,2024-02-28,Cena,P-05,3,Refresco Cola,Bebida
T-17426,2024-09-25,Comida,P-19,4,Entrecot Ternera,Principal
T-14400,2025-01-03,Cena,P-05,2,Refresco Cola,Bebida
T-14861,2025-05-08,Cena,P-07,1,Pizza Margarita,Principal
T-17158,2025-12-12,Comida,P-05,1,Refresco Cola,Bebida
T-12975,2024-06-03,Cena,P-21,4,Cafe Solo,Bebida
T-12188,2025-01-04,Cena,P-23,3,Tiramisu de la Casa,Postre
T-14584,2024-01-24,Cena,P-03,1,Pasta Carbonara IA,Principal
T-12173,2025-09-25,Comida,P-10,2,Solomillo Iberico,Principal
T-13762,2025-11-11,Cena,P-03,3,Pasta Carbonara IA,Principal
T-17820,2025-11-20,Comida,P-07,2,Pizza Margarita,Principal
T-17001,2024-11-23,Comida,P-16,2,Agua Mineral,Bebida
T-17772,2025-06-24,Cena,P-16,2,Agua Mineral,Bebida
T-17711,2025-05-07,Cena,P-15,3,Cerveza Artesana,Bebida
T-10376,2024-01-18,Cena,P-03,4,Pasta Carbonara IA,Principal
T-17859,2025-04-19,Comida,P-09,3,Gazpacho Andaluz,Entrante
T-12647,2025-11-24,Cena,P-19,4,Entrecot Ternera,Principal
T-17179,2024-10-26,Cena,P-17,4,Brownie con Helado,Postre
T-17064,2025-11-05,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-12919,2024-11-05,Comida,P-16,2,Agua Mineral,Bebida
T-11967,2024-08-04,Cena,P-17,4,Brownie con Helado,Postre
T-15858,2025-08-16,Comida,P-02,3,Ensalada Cesar,Entrante
T-14362,2024-11-10,Cena,P-19,1,Entrecot Ternera,Principal
